Year,Site_Name,Province,Nearest_City,ED_NAME,Municipality,Group_type,Latitude,Longitude,Cleanup_date,Type_of_Cleanup,Adults,Children,Kilograms,Recycling_Bags,Trash_Bags,Kilometers,Items,Cigarettes_Cigarette_Filters,Food_Wrappers_Containers,Takeout_Containers__Plastic_,Takeout_Containers__Foam_,Bottle_Caps__Plastic_,Bottle_Caps__Metal_,Lids__Plastic_,Straws__Stirrers,Forks__Knives__Spoons,Beverage_Bottles__Plastic__2_liters_or_less,Glass_Beverage_Bottles,Beverage_Cans,Bags__Plastic_,Other_plastic_bags,Bags__Paper_,Cups_and_Plates__Paper_,Cups_and_Plates__Plastic_,Cups_and_Plates__Foam_,Buoys_Floats,Fishing_Line,Fishing_Nets,Rope,Fishing_Lures_Light_Sticks,F6_Pack_Holders,Other_Plastic_Foam_Packaging,Other_Plastic_Bottles__oil__bleach_etc_,Strapping_Bands,Tobacco_Packaging_Wrappers,Appliances__refrigerators__washers__etc__,Balloons,Cigar_Tips,Cigarette_Lighters,Building_Materials,Fireworks,Tires,Batteries,Clothing__Shoes,Toys,Condoms,Diapers,Syringes,Tampons_Tampon_Applicators,Foam_Pieces,Glass_Pieces,Plastic_Pieces,F55_Gallon_Drums,Car_Car_Parts,Light_Bulbs,Pallets,Plastic_Sheeting,Crates,Pull_Tabs,Bait_Containers,Crab_Lobster_Fish_Traps,Shotgun_Shells,Item_of_Concern__1,Count_of_Item_1,Item_of_Concern__2,Count_of_Item_2,Item_of_Concern__3,Count_of_Item_3,Animal,Dead_or_Alive,Entangled_,Item_of_Entaglement,Animal1,Dead_or_Alive1,Entangled_1,Item_of_Entaglement1,Animal2,Dead_or_Alive2,Entangled_2,Item_of_Entaglement2,Animal3,Dead_or_Alive3,Entangled_3,Item_of_Entaglement3,Animal4,Dead_or_Alive4,Entangled_4,Item_of_Entaglement4,F97,F100
2007,Nose Creek - Laycock Park ,Alberta,Calgary ,,,,,,2007-09-18,,3,,91,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pierce Estate ,Alberta,Calgary ,,,,,,2007-09-15,,6,,24,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,River Park - Sandy Beach ,Alberta,Calgary ,,,,,,2007-09-22,,26,,5,,2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,St Patrick's Island ,Alberta,Calgary ,,,,,,2007-09-15,,20,,50,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,The Weaselhead ,Alberta,Calgary ,,,,,,2007-09-15,,42,,10,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Voitier's Flats in Fish Creek Provincial Park ,Alberta,Calgary ,,,,,,2007-09-16,,31,,272,,13,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,West Nose Creek ,Alberta,Calgary ,,,,,,2007-09-20,,42,,30,,6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Conjuring Creek ,Alberta,Calmar ,,,,,,2007-09-15,,6,,50,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Mirror Lake/Mirror Lake Park ,Alberta,Camrose ,,,,,,2007-09-17,,60,,27,,32,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Grotto Pond ,Alberta,Canmore ,,,,,,2007-09-18,,4,,2,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Quarry Lake ,Alberta,Canmore ,,,,,,2007-09-20,,1,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Jumping Pound creek in Cochrane Ranche ,Alberta,Cochrane ,,,,,,2007-09-21,,120,,23,,6,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Bourque Lake - West shoreline at campground ,Alberta,Cold Lake ,,,,,,2007-09-20,,8,,30,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Cold Lake - West Shore ,Alberta,Cold Lake ,,,,,,2007-09-22,,50,,227,,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Crane Lake/Moore Lake ,Alberta,Cold Lake ,,,,,,2007-09-15,,14,,2000,,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Hilda Lake - East Shore ,Alberta,Cold Lake ,,,,,,2007-09-23,,25,,181,,16,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Emily Murphy Park ,Alberta,Edmonton ,,,,,,2007-09-22,,13,,5,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Jackie Parker Park Ponds ,Alberta,Edmonton ,,,,,,2007-09-23,,50,,23,,15,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Mill Creek Park (South of Whyte Avenue) ,Alberta,Edmonton ,,,,,,2007-09-20,,12,,41,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Mill Creek Ravine Park ,Alberta,Edmonton ,,,,,,2007-09-15,,15,,50,,9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Riverdale Park ,Alberta,Edmonton ,,,,,,2007-09-18,,10,,12,,4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ross Creek and North Saskatchewan River ,Alberta,Edmonton ,,,,,,2007-09-22,,50,,23,,24,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Walterdale/Kinsmen Park (South bank) ,Alberta,Edmonton ,,,,,,2007-09-19,,16,,88,,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Whitemud Park (South bank) ,Alberta,Edmonton ,,,,,,2007-09-17,,18,,5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,William Hawrelak Park Pond ,Alberta,Edmonton ,,,,,,2007-09-15,,68,,9,,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Clear Water Pathway by Elbow Valley ,Alberta,Elbow Valley ,,,,,,2007-09-15,,18,,36,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Twin Bridges ,Alberta,Elbow Valley ,,,,,,2007-09-15,,12,,64,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Camp Okeekun ,Alberta,Fort MacLeod ,,,,,,2007-09-08,,40,,60,,5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Clearwater River ,Alberta,Fort McMurray ,,,,,,2007-09-15,,40,,680,,58,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Highwood River ,Alberta,High River ,,,,,,2007-09-22,,17,,14,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Highwood River - George Lane Memorial Park ,Alberta,High River ,,,,,,2007-09-24,,46,,250,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Deer Creek Community Clean up ,Alberta,Leduc ,,,,,,2007-09-22,,17,,79,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Telford Lake ,Alberta,Leduc ,,,,,,2007-09-20,,64,,11,,9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Henderson Lake and Park ,Alberta,Lethbridge ,,,,,,2007-09-24,,1,,10,,2,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Nicholas Sheran Lake ,Alberta,Lethbridge ,,,,,,2007-09-15,,8,,25,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Oldman River at Lethbridge Nature Reserve ,Alberta,Lethbridge ,,,,,,2007-09-16,,18,,17,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,North side of South Saskatchewan River ,Alberta,Medicine Hat ,,,,,,2007-09-23,,22,,119,,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Police Point Park (North Bank) ,Alberta,Medicine Hat ,,,,,,2007-09-20,,12,,9,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Seven Persons River at Kin Coulee Park ,Alberta,Medicine Hat ,,,,,,2007-09-15,,18,,362,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,South Saskatchewan River at Strathcona Island Park (South Bank) ,Alberta,Medicine Hat ,,,,,,2007-09-22,,11,,41,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Argentia Beach ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,5,,18,,2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Crystal Springs ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,3,,340,,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Gilwood Beach ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,3,,2,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Grandview ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,3,,109,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Ma-Me-O Beach ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,9,,29,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Mission Beach ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,3,,11,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Moonlight Bay ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,2,,23,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Silver Beach ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,10,,87,,6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake - Viola Beach ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,12,,82,,17,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pigeon Lake at Mulhurst Bay ,Alberta,Pigeon Lake ,,,,,,2007-09-15,,7,,53,,4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Bower Ponds ,Alberta,Red Deer ,,,,,,2007-09-16,,7,,48,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Big Lake ,Alberta,St. Albert ,,,,,,2007-09-18,,15,,32,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sturgeon River at Woodlands Water Play Park ,Alberta,St. Albert ,,,,,,2007-09-19,,153,,300,,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Kinsmen Lake ,Alberta,Strathmore ,,,,,,2007-09-20,,127,,22,,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Petro Park ,Alberta,Sylvan Lake ,,,,,,2007-09-15,,3,,8,,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sylvan Lake Provincial Park beach ,Alberta,Sylvan Lake ,,,,,,2007-09-16,,60,,133,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Bonnie Lake ,Alberta,Vilna ,,,,,,2007-09-15,,60,,23,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,River Park - Sandy Beach,Alberta,Calgary,,City of Calgary,,51.011623,-114.091875,,,,,95,4,9,,,210,,,,,,,18,,10,27,50,43,,53,,,,,1,,29,1,2,,,26,27,,12,6,,7,,,,11,14,4,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bow River from 10NW to 14NW - North Bank,Alberta,Calgary,,City of Calgary,,51.050159,-114.089437,,,,,130,3,12,,rubber and plastic rafts used to float on the river; sleeping bags; 3 syringes,1014,,,,,,,51,,39,29,50,74,,18,,,,,1,,,,13,,,1,34,,2,10,,3,,,1,29,3,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bow River at Eau Claire Market - South Bank,Alberta,Calgary,,City of Calgary,,51.053798,-114.066153,,,,,18,1,7,,A tobacco Pipe,667,,,,,,,11,,16,3,29,37,,16,,,,,,,,,4,,,1,4,,1,6,12,2,,,,3,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Princes Island Park - East,Alberta,Calgary,,City of Calgary,,51.055524,-114.069431,,,,,14,1,1,,a wig,500,,,,,,,8,,10,10,30,9,,,,,,,,,,,5,,,,7,,4,,1,,,,1,3,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Mill Creek Ravine Park (north),Alberta,Edmonton,,City of Edmonton,,53.530623,-113.482299,,,,,400,4,10,,A frying pan,88,,,,,,,24,,11,19,58,95,,6,,,,,,,1,,2,,,3,21,,2,,3,39,,7,2,17,11,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Laurier Park (North Bank),Alberta,Edmonton,,City of Edmonton,,53.510237,-113.546878,,,,,21,1,4,,steel rope,256,,,,,,,9,,6,22,10,82,,121,,,,,,,2,,,,,,,,7,,,,,1,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Whitemud Park (South bank),Alberta,Edmonton,,City of Edmonton,,53.505471,-113.560847,,,,,22,,2,,Car muffler. Appears to have been there about 10 years as it was so rusted.,58,,,,,,,8,,2,4,5,31,,,,,,,8,,1,7,,,,,7,1,,2,,7,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Henrietta Muir Edwards Park,Alberta,Edmonton,,City of Edmonton,,53.53696,-113.486091,,,,,57,1,5,,A rosary.,314,,,,,,,21,,7,33,18,54,,13,,,,,,,3,,2,,,5,5,,3,4,,8,,7,2,27,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Victoria Park (North Bank),Alberta,Edmonton,,City of Edmonton,,53.53179,-113.517633,,,,,9,1,5,,4 tennis balls,334,,,,,,,21,,3,19,11,43,,2,,,,1,,1,1,,2,,,,9,,2,,,,,,,12,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Mill Creek Park (South of 82nd Ave. (Whyte Avenue) and 76 Ave.),Alberta,Edmonton,,City of Edmonton,,53.516576,-113.474003,,,,,113,2,5,,bolt cutters,257,,,,,,,15,,20,25,21,106,,91,,,,1,,,1,,3,,,,21,,2,4,3,12,,,4,14,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Gull Lake,Alberta,Lacombe,,County of Lacombe,,52.462857,-113.949161,,,,,50,1,10,,Car Bumper,991,,,,,,,34,,10,12,27,64,,12,,,,,,,10,2,,,,,10,,10,2,,5,,,8,33,28,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Cranna Lake,Alberta,Lacombe,,City of Lacombe,,52.47488661,-113.7351894,,,,,30,3,3,,colour string,307,,,,,,,11,,32,,32,29,,3,,,,,,,2,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Henderson Lake and Park,Alberta,Lethbridge,,City of Lethbridge,,49.686082,-112.799803,,,,,25,2,5,,plastic plant,388,,,,,,,47,,23,6,30,77,,3,,,,2,2,,,7,,,,1,22,1,9,5,2,7,,,,6,9,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Elizabeth Hall Wetlands,Alberta,Lethbridge,,City of Lethbridge,,49.702588,-112.867582,,,,,23,,3,,"plumbing tubes, electric wiring, metal siding, metal water pipe, a shingle",170,,,,,,,2,,3,5,13,50,,29,,,,,,,,,,,,,13,,,4,,12,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Seven Persons Creek at Kin Coulee Park,Alberta,Medicine Hat,,City of Medicine Hat,,50.02358,-110.684924,,,,,47,4,9,,,434,,,,,,,9,,56,36,22,315,,298,,,,,,,,,9,,,,16,,64,45,,1,,,,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,South Saskatchewan River at Strathcona Island Park (South Bank),Alberta,Medicine Hat,,City of Medicine Hat,,50.03725,-110.64836,,,,,50,,6,,bicycles abandoned in the river,300,,,,,,,,,100,50,,100,,10,,,,,50,,10,50,10,,,,50,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,By the Lake Park,Alberta,Wetaskiwin,,City of Wetaskiwin,,52.977486,-113.406801,,,,,117,,15,,"bed frame, stroller, lawn chair, newspaper delivery bundles and 6 bicycles",307,,,,,,,,,10,15,40,150,,,,,,,,,,,,,,,10,,3,,4,3,,2,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Oldman River at Indian Battle Park,Alberta,Lethbridge,,City of Lethbridge,,49.692675,-112.86699,,,,,23,1,3,,"The sole of a shoe, a car bumper (found in a public park a significant distance from any roads)",75,,,,,,,55,,15,12,57,41,,2,,,,,1,,,,1,,,,27,,10,19,4,10,,,,7,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Mill Creek Ravine Park (south),Alberta,Edmonton,,City of Edmonton,,53.522209,-113.476024,,,,,100,1,10,,Frying pan,77,,,,,,,40,,18,31,45,60,,7,,,,,,,2,,3,,,3,13,1,1,2,1,11,,3,2,25,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bud Miller Park Lake,Alberta,Lloydminster,,Town of Lloydminster,,53.260053,-110.043633,,,,,22,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Walterdale/Kinsmen Park (South bank),Alberta,Edmonton,,City of Edmonton,,53.529058,-113.507996,,,,,6,,5,,underwear,28,,,,,,,21,,14,15,18,18,,16,,,,,,,,,1,,,,6,,2,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Broadmoor Lake,Alberta,Sherwood Park,,Strathcona County,,53.526533,-113.307272,,,,,30,1,6,,signal light from a road construction barracade sign,31,,,,,,,16,,12,11,18,49,,5,,,,,,,,,,,,,7,,,,5,12,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bourque Lake - West shoreline at campground,Alberta,Cold Lake,,Municipal District of Bonnyville,,54.653734,-110.544098,,,,,33,1,4,,a sword and a bucket used as a field toilet,427,,,,,,,5,,6,1,19,5,,,,,,,5,,2,,2,,,,11,,,4,2,15,,,12,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Hilda Lake - East Shore,Alberta,Cold Lake,,Municipal District of Bonnyville,,54.518988,-110.414971,,,,,200,2,15,,Brand new shovel,114,,,,,,,7,,1,27,40,21,,8,,,,,1,,10,2,1,,,,9,,3,3,2,11,,,,14,12,1,4,1,4,,,,,,,,,,,,,,Propane Tanks,1,5 gal pail,2,bbq,1,mouse,dead,,no,,,,,,,,,,,,,,,,,,
2009,Cold Lake - West Shore Land Cleanup,Alberta,Cold Lake,,City of Cold Lake,,54.465706,-110.17208,,,,,200,4,31,,,2874,,,,,,,85,,21,22,26,132,,34,,,,,,,16,,,,,6,12,,13,56,,35,,,,23,6,2,3,,4,,,,,,,,,,,,,,,,,,,,seagull,dead,,,,,,,,,,,,,,,,,,,,
2009,Glenmore Reservoir - South Glenmore Park,Alberta,Calgary,,City of Calgary,,50.975561,-114.123135,,,,,26,3,5,,full bottle of mustard,306,,,,,,,20,,7,7,15,24,,14,,,,3,8,,2,2,2,,,1,3,,1,6,,7,,,,,6,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Four Seasons Pond,Alberta,Beaumont,,Town of Beaumont,,53.346455,-113.430204,,,,,37,6,3,,A tire from a small vehicle,1132,,,,,,,130,,26,47,91,169,,33,,,,,6,,,,2,,,,52,,22,26,41,1,,2,1,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bow River - Edworthy Park,Alberta,Calgary,,City of Calgary,,51.063875,-114.15478,,,,,60,3,9,,,10000,,,,,,,200,,20,20,50,,,,,,,,,,4,,100,,,,2000,,1000,1000,,,,,,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Confluence Park - South,Alberta,Calgary,,City of Calgary,,51.13572,-114.07108,,,,,150,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bowness Lagoon,Alberta,Calgary,,City of Calgary,,51.096726,-114.215941,,,,,20,1,4,,3 Coconuts a 5 lb piece of an old 55 gal drum,6,,,,,,,2,,1,5,2,7,,,,,,,,,,,,,,,16,,1,,2,9,,,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
