Year,Site_Name,Province,Nearest_City,ED_NAME,Municipality,Group_type,Latitude,Longitude,Cleanup_date,Type_of_Cleanup,Adults,Children,Kilograms,Recycling_Bags,Trash_Bags,Kilometers,Items,Cigarettes_Cigarette_Filters,Food_Wrappers_Containers,Takeout_Containers__Plastic_,Takeout_Containers__Foam_,Bottle_Caps__Plastic_,Bottle_Caps__Metal_,Lids__Plastic_,Straws__Stirrers,Forks__Knives__Spoons,Beverage_Bottles__Plastic__2_liters_or_less,Glass_Beverage_Bottles,Beverage_Cans,Bags__Plastic_,Other_plastic_bags,Bags__Paper_,Cups_and_Plates__Paper_,Cups_and_Plates__Plastic_,Cups_and_Plates__Foam_,Buoys_Floats,Fishing_Line,Fishing_Nets,Rope,Fishing_Lures_Light_Sticks,F6_Pack_Holders,Other_Plastic_Foam_Packaging,Other_Plastic_Bottles__oil__bleach_etc_,Strapping_Bands,Tobacco_Packaging_Wrappers,Appliances__refrigerators__washers__etc__,Balloons,Cigar_Tips,Cigarette_Lighters,Building_Materials,Fireworks,Tires,Batteries,Clothing__Shoes,Toys,Condoms,Diapers,Syringes,Tampons_Tampon_Applicators,Foam_Pieces,Glass_Pieces,Plastic_Pieces,F55_Gallon_Drums,Car_Car_Parts,Light_Bulbs,Pallets,Plastic_Sheeting,Crates,Pull_Tabs,Bait_Containers,Crab_Lobster_Fish_Traps,Shotgun_Shells,Item_of_Concern__1,Count_of_Item_1,Item_of_Concern__2,Count_of_Item_2,Item_of_Concern__3,Count_of_Item_3,Animal,Dead_or_Alive,Entangled_,Item_of_Entaglement,Animal1,Dead_or_Alive1,Entangled_1,Item_of_Entaglement1,Animal2,Dead_or_Alive2,Entangled_2,Item_of_Entaglement2,Animal3,Dead_or_Alive3,Entangled_3,Item_of_Entaglement3,Animal4,Dead_or_Alive4,Entangled_4,Item_of_Entaglement4,F97,F100
2009,Christie Pits Park,Ontario,Toronto,,City of Toronto,,43.66396783,-79.41938281,,,,,34,2,4,,Marijuana Plastic Bag,370,,,,,,,16,,25,5,31,76,,4,,,,,,,,,,,,,13,,8,,2,2,,,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,St. Clair Ravine Park,Ontario,Scarborough,,City of Toronto,,43.71375114,-79.27742958,,,,,150,5,6,,A statue of the Hindu God Shiva,30,,,,,,,17,,17,31,69,110,,8,,,,,,,4,,10,,,3,5,,3,,1,12,,,3,13,4,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Duchesnay Creek,Ontario,North Bay,,City of North Bay,,46.33839522,-79.50941384,,,,,20,2,4,,Poop bag,88,,,,,,,8,,19,8,35,20,,4,,,,,,,,,,,,,2,,,,,1,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Lambton Shores in Grand Bend,Ontario,Lambton Shores,,Municipality of Lambton Shores,,43.31184541,-81.76707745,,,,,16,1,1,,plactic outdoor table-found in the river,6,,,,,,,6,,20,27,31,31,,,,,,,,,,,,,,,1,,,1,,3,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Beaver River Mcleod Park,Ontario,Brock,,Township of Brock,,44.35049111,-79.03285503,,,,,48,8,20,,stereo (underwater),,,,,,,,9,,60,11,40,,,,,,,,,2,,,,,,,,,4,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Little beach area on Chubb Point,Ontario,Cobourg,,Haldimand County,,43.96414837,-78.00529003,,,,,40,1,1,,soap,3,,,,,,,17,,22,5,17,27,,5,,,,1,1,2,,1,,,,,2,,2,1,1,33,,,,7,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Etobicoke River Fleetwood Park,Ontario,Mississauga,,City of Mississauga,,43.63532972,-79.58637714,,,,,3,1,2,,,,,,,,,,,,8,8,10,4,,3,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Coronation Park,Ontario,Toronto,,City of Toronto,,43.63302349,-79.40621853,,,,,16,2,3,,a concert poster from the '80s and a pair of eyeglasses,327,,,,,,,18,,34,4,38,27,,6,,,,,,,8,,1,,,7,22,,2,,1,16,,,1,3,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Westminister South Pond,Ontario,London,,City of London,,42.94605682,-81.21922016,,,,,130,1,6,,pieces of a lawn mower,21,,,,,,,3,,34,10,13,143,,16,,,,,,,,,,,,,4,,2,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crothers Woods,Ontario,Toronto,,City of Toronto,,43.69853426,-79.35956955,,,,,35,3,6,,nothing unusual found,32,,,,,,,7,,33,17,29,43,,13,,,,,,,,,21,,,,6,,,,,6,,,,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Nicholls Oval Park,Ontario,Peterborough,,City of Peterborough,,44.31661737,-78.31506371,,,,,85,4,5,,"Chainlink fence roll, burnt road baracade, 2 snooker cues, 2 raiway spikes, kitchen cupboard, skateboard, Mario Bros duck hunt video game, and a hard hat.",293,,,,,,,29,,31,31,43,26,,34,,,,,1,,,1,5,,,1,42,,2,12,12,,,,,8,4,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Fanshawe Conservation Area,Ontario,London,,City of London,,43.0417082,-81.18828893,,,,,40,14,4,,"Approx. 4 feet of sailing rope, completely encrusted with zebra mussels.",,,,,,,,4,,37,14,18,15,,4,,,,12,3,1,6,4,1,,,4,6,1,2,2,4,4,,4,,4,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Harbourfront Centre Boardwalk Surrounding Harbourfront Centre Stage,Ontario,Toronto,,City of Toronto,,43.63919655,-79.38285112,,,,,5,,1,,hairband,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Harris Park and Ivey Park,Ontario,London,,City of London,,42.983961,-81.25724315,,,,,150,9,8,,Peice of a hydro transformer,20,,,,,,,52,,8,57,48,66,,40,,,,,1,,1,1,1,,,,20,,30,,,20,,,1,5,6,3,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Colborne Rd. Beach,Ontario,Sarnia,,City of Sarnia,,43.01321434,-82.38698959,,,,,25,1,2,,Men and women's underwear.,150,,,,,,,10,,5,2,10,25,,3,,,,,1,,,1,,,,,2,,,,2,,,,,4,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Etobicoke Creek at Creekside Corporate Centre,Ontario,Mississauga,,City of Mississauga,,43.64669655,-79.60860729,,,,,50,1,11,,"Several tires, licence plate",100,,,,,,,,,,4,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Ganaraska River (south of Corbett's Dam),Ontario,Port Hope,,Municipality of Port Hope,,43.95062501,-78.29282284,,,,,14,3,9,,chair,237,,,,,,,55,,38,21,53,19,,11,,,,58,3,,2,18,18,,,,10,,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Carden Cove, Lake Superior",Ontario,Marathon,,Town of Marathon,,48.75154857,-86.4043808,,,,,30,1,6,,RCA Cable and 15ft pipe,46,,,,,,,9,,17,13,59,35,,3,,,,,,,7,,,,,1,10,,4,2,1,,,2,,5,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Junction Creek New Sudbury Centre,Ontario,Sudbury,,City of Greater Sudbury,,46.51824076,-80.94795227,,,,,600,,11,,We collected a coconut husk pumpkin head,11,,,,,,,2,,26,,8,32,,4,,,,,,,1,,,,,,,,,,,,,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Marie Curtis Park Etobicoke Creek,Ontario,Etobicoke,,City of Toronto,,43.58655378,-79.54337597,,,,,12,1,2,,"1/3 of a toilet seat, 3 bracelets",443,,,,,,,31,,11,,6,4,,,,,,,,,,,,,,1,1,,3,95,2,2,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Laurenson Creek near Safeway and the Rec Centre,Ontario,Kenora,,City of Kenora,,49.76286755,-94.48515773,,,,,118,4,15,,Large styrofoam (waterlogged) insert from paddle boat (about 4 feet by 5 feet). One orange plastic pole.,382,,,,,,,35,,104,27,86,103,,8,,,,,,,6,,,,,2,36,,,5,1,6,,3,,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,McLaughlin Marsh 2,Ontario,Oshawa,,City of Oshawa,,43.87365094,-78.79832268,,,,,150,2,10,,A computer,1097,,,,,,,45,,58,11,42,69,,48,,,,,14,,3,1,4,,,3,32,1,1,2,1,19,,1,2,9,4,45,1,,,,,,,,,,,,,,,,Miscellaneous pieces of paper,74,Plastic pieces,27,Laminated posters,2,cat,dead,,decomposing in field,fish,dead,,fishing line,,,,,,,,,,,,,,
2009,Gull River,Ontario,Minden,,Town of Minden Hills,,44.92679953,-78.72353196,,,,,25,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Earlscourt Park,Ontario,Toronto,,City of Toronto,,43.67355221,-79.45116162,,,,,82,2,17,,a four foot scooby doo,367,,,,,,,86,,203,32,123,51,,615,,,,,,,,,26,,,,50,,2,,8,19,,,3,31,17,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Small Lake off Government and Mc Chesnasty Ave.,Ontario,Kirkland Lake,,Town of Kirkland Lake,,48.13911509,-80.04921913,,,,,9,2,5,,,328,,,,,,,50,,77,12,24,53,,47,,,,,,2,,,27,,,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Krosno Creek by Bayridges Kinsmen Park,Ontario,Pickering,,City of Pickering,,43.81941801,-79.0715003,,,,,2,2,3,,"spinter support, steel rod",34,,,,,,,3,,29,14,36,67,,13,,,,,,,1,,1,,,1,9,,,12,3,15,,3,,8,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Coxwell Ravine Park,Ontario,Toronto,,City of Toronto,,43.69995374,-79.32827353,,,,,40,4,4,,laptop computer,143,,,,,,,65,,38,29,33,100,,15,,,,1,,1,1,,2,,,1,26,,1,20,1,5,,,,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Amberlea Creek,Ontario,Pickering,,City of Pickering,,43.82245245,-79.09840822,,,,,800,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Pine Creek at East Shore Community Centre,Ontario,Pickering,,City of Pickering,,43.82616402,-79.08866644,,,,,400,2,6,,1 circuit board and 1 habachi,20,,,,,,,7,,30,62,65,81,,12,,,,,,,,,2,,,1,7,,,,,8,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Highland Creek Bellamy Rd. to Production Dr.,Ontario,Scarborough,,City of Toronto,,43.77760902,-79.23950315,,,,,30,3,3,,Hubcap.,200,,,,,,,25,,60,10,100,40,,20,,,,,,,,,,,,,10,,4,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,HTO Park East,Ontario,Toronto,,City of Toronto,,43.63831139,-79.38763618,,,,,5,1,3,,Cigarette tips,200,,,,,,,5,,2,2,3,4,,5,,,,,,,,,,,,,5,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ET Seton Park at Overlea Blvd,Ontario,Toronto,,City of Toronto,,43.70818293,-79.33703899,,,,,230,6,15,,Hockey stick,2,,,,,,,17,,87,62,81,250,,11,,,,,,2,,,3,,,1,15,,6,1,3,8,,1,,10,5,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Muskoka Wharf,Ontario,Gravenhurst,,Town of Gravenhurst,,44.92079828,-79.39141273,,,,,,,,,,150,,,,,,,5,,4,2,6,5,,6,,,,,,,1,,,,,,3,,,1,4,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bracebridge Downtown Falls,Ontario,Bracebridge,,Town of Bracebridge,,45.0416669,-79.30929422,,,,,125,12,24,,air mattress,455,,,,,,,9,,10,13,21,81,,15,,,,,1,,7,,,,,1,1,4,1,5,1,13,,,4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Carruther's Point Girl Guide Camp,Ontario,Kingston,,City of Kingston,,44.208911,-76.55136108,,,,,45,2,2,,metal from a box spring of a mattress,,,,,,,,4,,18,5,5,16,,4,,,,8,,,8,,1,,,1,,,6,6,3,4,,,,6,11,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Driftwood Park,Ontario,Burlington,,City of Burlington,,43.37991232,-79.8360157,,,,,30,1,2,,A large plastic toy shovel & lots of styrofoam packaging.,,,,,,,,,,18,5,12,27,,,,,,,,,,,,,,,,,,,,15,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"West bank of Ganaraska River, Cavan Street",Ontario,Port Hope,,Municipality of Port Hope,,43.9584799,-78.29700708,,,,,10,1,1,,Nothing unusual.,65,,,,,,,4,,5,8,8,35,,22,,,,,,,1,,1,,,1,14,,,20,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Ril Lake,Ontario,Baysville,,Township of Muskoka Lakes,,45.1647922,-79.03169632,,,,,30,1,1,,The only items found were the usual pop cans & plastic garbage bags.,,,,,,,,,,1,1,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Navy Bay,Ontario,Kingston,,City of Kingston,,44.22731933,-76.46789074,,,,,100,1,7,,,125,,,,,,,,,150,16,40,15,,,,,,6,3,,15,,,,,,,,,,,,,1,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Andrew Haydon Waterpark,Ontario,Ottawa,,City of Ottawa,,45.35148175,-75.81504107,,,,,40,2,3,,Teddy bear,35,,,,,,,4,,2,4,8,5,,,,,,,1,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,Seagull,dead,,,Seagull,dead,,,,,,,,,,,,,,,,
2009,"Lake Ontario shoreline, Waterfront Trail",Ontario,Port Hope,,Municipality of Port Hope,,43.94642295,-78.2871151,,,,,114,7,12,,"A mattress, window frames with glass panes, a mop, and a lot of household garbage that was illegally dumped off the trail.",195,,,,,,,27,,73,9,24,42,,1,,,,1,3,,2,,,,,,14,1,4,26,1,13,,,,3,,8,8,,,,,,,,,,,,,,,,mattress from a bed,1,window frames with glass panes,2,large metal items,2,fish,dead,,plastic grocery bag,,,,,,,,,,,,,,,,,,
2009,Mud Lake Conservation Area,Ontario,Ottawa,,City of Ottawa,,45.37026769,-75.79326153,,,,,5,3,4,,Really didn't have anything peculiar.,193,,,,,,,5,,2,8,8,7,,2,,,,,,,1,,1,,,,8,,,,2,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Lake Wilcox,Ontario,King City,,Town of Richmond Hill,,43.9464384,-79.43608761,,,,,15,1,2,,,43,,,,,,,4,,24,4,15,37,,25,,,,,,,,,,,,,1,,,,,1,,,25,3,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Poole Creek,Ontario,Stittsville,,City of Ottawa,,45.26229173,-75.92621326,,,,,42,8,13,,a set of windows and cabinetry from a kitchen or a workshop,321,,,,,,,103,,102,64,83,74,,7,,,,,,,,,,,,,34,1,,6,5,8,,,4,11,12,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Huron Street Conservation Area,Ontario,London,,City of London,,43.012178,-81.24900341,,,,,54,4,7,,trampoline (mini),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Scanlon Creek conservation area,Ontario,Bradford,,Lake Simcoe Region Conservation Authority,,44.14175074,-79.56376076,,,,,150,5,11,,,100,,,,,,,20,,2,,6,20,,5,,,,,1,,5,,,,,,10,,,,,,,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Finch Meander,Ontario,Toronto,,City of Toronto,,43.8253,-79.19680237,,,,,952,7,25,,"Fertilizer Dispenser, Miniature Toy Reindeer, Underwear",62,,,,,,,17,,103,93,69,150,,4,,,,,,,1,,1,,,,2,1,,3,2,80,,4,6,11,1,6,52,,,,,,,,,,,,,,,,paint cans,20,styrofoam containers,10,tarp,1,Mud Puppy,alive,,Styrofoam Container,,,,,,,,,,,,,,,,,,
2009,South West End of Milne Park,Ontario,Markham,,Town of Markham,,43.8595036,-79.27459717,,,,,11,2,3,,Christmas lights and a picnic table,13,,,,,,,4,,20,3,6,37,,2,,,,1,,,2,,,,,,2,,,1,,,,,,2,5,,,,,,,,,,,,,,,,,,sparklers,2,picnic table,1,,,bird,dead,,none,,,,,,,,,,,,,,,,,,
2009,Morningside Park,Ontario,Scarborough,,City of Toronto,,43.77698155,-79.20314312,,,,,700,45,80,,,20,,,,,,,127,,324,176,510,2562,,469,,,,,,,,,1,,,,7,7,5,,2,23,,11,2,49,29,7,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Freeport Access Point, Walter Bean Trail",Ontario,Kitchener,,City of Kitchener,,43.42272318,-80.407691,,,,,96,1,3,,Baby Car Seat,45,,,,,,,18,,57,24,36,56,,11,,,,6,,,1,,,,,3,16,1,4,,1,,,2,,9,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Rideau River trail,Ontario,Ottawa,,City of Ottawa,,45.26854413,-75.70612192,,,,,43,2,6,,Portable Urinal,45,,,,,,,24,,67,4,55,63,,29,,,,1,,,,,2,,,,25,,,2,1,3,,,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Old Canal at Centennial Park,Ontario,St. Catharines,,City of St. Catharines,,43.15955065,-79.2369175,,,,,32,1,6,,Metal Garden Shears,48,,,,,,,20,,44,39,36,80,,20,,,,,,,,,,,,,30,1,,,8,10,,,,21,5,30,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Riverside Park,Ontario,Cambridge,,City of Cambridge,,43.402085,-80.36284446,,,,,54,4,6,,furnace panel (Lennox),803,,,,,,,45,,34,13,40,18,,31,,,,,1,,,,7,,,,,,12,,,,,,,9,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Riley Lake,Ontario,Gravenhurst,,Town of Gravenhurst,,44.84059495,-79.19795036,,,,,17,1,6,,"Tim Horten's card, cut in half",,,,,,,,10,,10,10,5,2,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Hogs Back towards Vincent Massey,Ontario,Ottawa,,City of Ottawa,,45.3739759,-75.6975174,,,,,33,6,5,,"Grill, coconut (4), convienence store advertisement sign (Dibs), dirty diaper, 2 seven foot long pipes, 1 toothbrush, 1 park sign, 1 shopping cart",818,,,,,,,25,,87,72,122,52,,1,,,,,1,,1,2,2,,,2,29,,3,15,2,2,,1,,12,16,9,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Tim Hortons to Lobies Bridge,Ontario,Walkerton,,Municipality of Brockton,,44.13623785,-81.15107059,,,,,54,1,2,,a metal wheel hub,235,,,,,,,13,,14,12,27,42,,13,,,,,8,,1,,6,,,3,15,,,2,1,1,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Minet's Point Park,Ontario,Barrie,,City of Barrie,,44.37607913,-79.66727257,,,,,82,1,6,,Golf balls and tees (the golf balls are hit into Lake Simcoe),1292,,,,,,,42,,19,10,12,22,,106,,,,,,,4,,,,,,,,3,,,7,,,,12,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Springbank Park,Ontario,London,,City of London,,42.95862107,-81.32290363,,,,,79,4,7,,,271,,,,,,,45,,62,12,59,102,,16,,,,,,,,,,,,,10,,68,19,4,10,,,,3,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Kempenfelt Bay at Southshore Community Centre,Ontario,Barrie,,City of Barrie,,44.37417729,-79.6780014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Collingwood and King Street Pier,Ontario,Kingston,,City of Kingston,,44.22204509,-76.50080681,,,,,30,2,6,,"chairs, pvc piping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Port Credit Memorial Park,Ontario,Mississauga,,City of Mississauga,,43.55221835,-79.5893383,,,,,33,2,4,,Videotape,295,,,,,,,60,,49,29,61,32,,15,,,,,3,,2,,3,,,12,45,,3,2,3,8,,,,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Sheridan Creek between Truscott and Bromsgrove Rd,Ontario,Mississauga,,City of Mississauga,,43.513047,-79.641094,,,,,10,3,5,,"pesticide pump, shopping cart, chair, stroller, cage, car door",35,,,,,,,33,,76,24,93,74,,56,,,,,,3,1,,7,,,4,19,,4,2,4,14,,1,,11,5,,1,,,,,,,,,,,,,,,,grocery cart,6,stroller,1,chair,2,snails,alive,,fast food container,,,,,,,,,,,,,,,,,,
2009,James N Allen Provincial Park,Ontario,Cayuga,,Parks Ontario,,42.845262,-79.659462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Navy Bay,Ontario,Kingston,,City of Kingston,,44.233516,-76.4645,,,,,100,1,8,,Styrofoam,,,,,,,,,,40,5,6,25,,,,,,3,,1,7,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Etobicoke Centennial Park,Ontario,Etobicoke,,City of Toronto,,43.65359013,-79.58272934,,,,,100,5,12,,,25,,,,,,,30,,30,30,60,30,,20,,,,,,,,,5,,,,,,,300,10,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bruce Mines Marina,Ontario,Bruce Mines,,The Corporation of the Town of Bruce Mines,,46.29903421,-83.791008,,,,,20,1,1,,long strips of old paint,982,,,,,,,34,,9,10,26,73,,28,,,,,1,,3,,1,,,1,26,,1,13,2,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Rotary Park and Roadway,Ontario,Havelock,,Township of Havelock-Belmont-Methuen,,44.4329218,-77.87703753,,,,,72,3,4,,electrical outlet with cables,28,,,,,,,11,,20,9,13,15,,9,,,,,,,,,2,,,,12,,,2,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Meadowland Park,Ontario,Brampton,,City of Brampton,,43.67923227,-79.74932671,,,,,4,1,2,,Shopping cart wheel,,,,,,,,10,,7,,8,11,,20,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,De La Salle Beach,Ontario,Keswick,,Town of Georgina,,44.32050341,-79.38512832,,,,,17,3,2,,Diapers,165,,,,,,,17,,49,25,51,27,,7,,,,,1,,3,1,1,,,1,,1,3,1,1,3,,,,8,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Riverside Park,Ontario,Guelph,,City of Guelph,,43.56706808,-80.27096272,,,,,20,1,4,,,241,,,,,,,14,,9,6,9,58,,28,,,,,,,,,,,,7,15,,2,3,,4,,,,3,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Tiffany Falls Conservation Area,Ontario,Hamilton,,City of Hamilton,,43.241107,-79.95518088,,,,,9,1,4,,Socks and Flip Flops,56,,,,,,,17,,36,15,34,55,,15,,,,,,,,,,,,14,4,,,5,,,,,1,15,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Stone Street Park,Ontario,Oshawa,,City of Oshawa,,43.85764694,-78.84218216,,,,,47,1,9,,cutain rod,298,,,,,,,36,,95,22,55,136,,1330,,,,,,,1,,3,,,1,21,,5,18,,4,,,4,9,12,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Deer Creek,Ontario,Madoc,,Township of Madoc,,44.50452492,-77.47335434,,,,,9,5,10,,"ORANGE PILEON, SWEATER IN MIDDLE OF CREEK",42,,,,,,,13,,27,7,35,23,,7,,,,,,,,,,,,,15,,,3,2,3,,1,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,"fish - 8""",dead,,on shore,,,,,,,,,,,,,,,,,,
2009,Cedarvale Park,Ontario,Georgetown,,Town of Halton Hills,,43.64621133,-79.91942704,,,,,18,1,1,,medic alert bracelet canvas tent bucket of pebbles,191,,,,,,,20,,105,1,5,82,,2,,,,,,,,,,,,,4,,7,12,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,burgess park,Ontario,Woodstock,,City of Woodstock,,43.13428256,-80.77590466,,,,,25,1,2,,5.3 gallon gas can in good condition.,56,,,,,,,9,,8,8,13,15,,3,,,,,,,,1,,,,,25,,,1,1,,,1,1,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Chippawa Creek,Ontario,Niagara Falls,,City of Niagara Falls,,43.04643629,-79.11417961,,,,,50,1,12,,,53,,,,,,,12,,18,8,8,,,12,,,,,,,3,,,,,,23,,,,,,,,,12,,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
